theta,theta_dot,theta_double_dot
0.0404309862211268,-0.069829092398237,0.0293217511679015
-0.1517966647459782,-0.6623349357404886,0.1383595761942085
-0.5846688547449678,0.7971559457751132,0.4467416221555277
-0.151015692940364,-0.7723194309529846,0.0163721069526746
0.2564689963986545,0.1887148584295961,-0.2982346200572139
0.0828025522453905,-0.2312268799941375,-0.0460947053256708
0.0045467198437079,0.1847141371659431,0.2365347685823654
0.1651186879130385,-0.0489159746185714,0.1028910366396162
-0.4743636435071391,0.719857829115994,0.4471925660583513
0.2525748390421274,0.5764331288821445,-0.1922229027164958
-0.0007018028021048,-0.1086204844445233,-0.3926573847968557
-0.0055325218853135,-0.3890238047105027,-0.0266180269844914
0.4177089172843511,0.4251508006907143,-0.3920219391172779
0.2747859764866254,-0.2427557804247703,-0.041274137363101
-0.0899697669437489,-0.1696548839736881,0.0509112571147047
-0.212827125832561,-0.5137091976745828,0.2897973756984217
0.0663423489092664,0.1961828537873416,-0.0311373985374894
-0.2602322238040909,-0.7257497358574513,-0.0775793751057377
0.155081836583963,0.5702340031125936,0.0213234338513414
-0.4199477364195685,-0.4400312984509001,0.2617474535154288
-0.1055079336296662,-0.6418238930446933,-0.0376928806751164
0.054660344933411,-0.5744132098533884,-0.0827978868428062
0.2022630068857859,0.1195654850939927,-0.581699738097305
0.5469299484656431,0.334919502771882,-0.6101509733962555
0.5066685712544308,0.0003578011769089,-0.5784418415035395
0.0736583820836995,-0.0553770122779562,-0.0388015001585714
-0.2764177146262457,0.0528922385970198,0.2570235423441608
0.0475493890558985,0.2218108202977593,-0.2321706149763348
-0.0838017926259688,-0.019682669626954,0.0650455578790315
0.0288150901025694,-0.8330296873803922,-0.103249086271404
0.2191964331281649,-0.1395074890104715,-0.3059983970427282
0.136656027350729,-0.2313434298864331,-0.0040436984955503
-0.2659150291613846,0.1703709368572707,0.1678399452857029
-0.4474264989762193,0.5632211741180194,0.3045286731708389
0.8235491681878019,0.5362310984460591,-0.6791114528163325
0.2575879699212405,0.5777994008619471,-0.2217868497811097
-0.1388774451160946,-0.4771425545000313,0.1094469252333696
0.8446920800623604,-0.4153025935427261,-0.8507202219423011
-0.4588382967007303,0.7301196182998361,0.5314890346159289
0.3682449955873447,-0.6147789796379591,-0.277542485882634
-0.8899059564369659,0.204725283707653,0.8918637438495849
0.2021988907050062,-0.411841247940944,-0.2783162104709885
-0.3923312444209721,-0.0348336302196728,0.1364296801852243
0.5786970018298584,0.5998602336757588,-0.4685940996166654
0.1520419143480013,0.2246811971054974,-0.0661497804412983
0.446195331082741,-0.3949489424446002,-0.5767665669309864
-0.0055989068016862,0.0900554889719224,-0.2813506372007875
-0.3395595706022415,-0.1709196696701457,0.1347099003285473
0.5192031822868254,0.60607116864257,-0.2960015940268305
0.1614858171917319,-0.0519908920498461,-0.1604114165629572
0.4572606671875865,-0.2532616051710305,-0.4482950842165372
-0.1105003413148155,0.4030321325583938,0.167387899148359
-0.2396081305144936,0.1183296880937678,0.1963045548782966
-0.3234487720547466,-0.6324624602510964,0.3758023360175724
0.1865280608896448,-0.0237200063000255,-0.4641380105268695
0.3086215679765393,-0.6568770315499929,0.1047810687066169
0.3635297571430023,0.6071680310720077,-0.4132361013756368
0.3827241017221744,0.3519160797977304,-0.6616422935567764
-0.0412153359462695,-0.0961537303288367,-0.0174460654985154
0.7901334592029591,-0.7213001529837572,-0.490604601944278
0.0471531144731241,-0.0385886796639548,0.0806894610312703
-0.8786233624395501,0.4531092169273597,0.7748365565097284
-1.037596641359733,-0.2893846149607816,0.7492882040479415
0.8909527200979145,-0.0549238760926624,-0.5803131998797173
-0.1730617317849778,0.2810091381780629,0.2087998683649146
-0.7265633993246938,0.3497205738271791,0.9732098842279008
-0.3249184767896469,0.3235531437529502,0.0881202512183413
-0.8151858866480381,-0.3671992461912549,0.6893237720403605
0.8416163611540531,0.5789818680657701,-0.7504980786622917
0.2753011384483352,0.2932744949960518,-0.1988998703320772
-0.4038268233155483,0.0494344384098203,0.4344505822800176
1.197184464275073,-0.2068342490105648,-1.0310801804634262
0.0100044761697412,0.1358074344977381,-0.041229914640548
-0.803047649009048,0.2285168992936546,0.8364835037637773
0.0586481071157086,0.1224294523731486,0.0422494909459442
0.3372831186587748,0.668552711323099,-0.5593258806763473
-0.0152746598506851,0.4673412551184425,-0.0120977747929144
0.0388910135007656,0.0267017632597086,0.0770077666315518
-0.3257005236038105,-0.5405493002209735,0.2143080122936293
0.4277448715329768,0.9162559652000786,-0.1309348323137327
-0.4525235506263474,0.1962368717921317,0.6879913341704131
-0.2048485560101144,-0.1795105909210117,0.3532123624110243
0.306211114507625,-0.5421266669987458,-0.5505548869948451
0.6274421946656958,-0.0760927224038818,-0.5904145738780868
0.7603564558257743,-0.0809269388494096,-0.9905514700879836
-0.0975989501849464,0.747299824951083,0.2746701489061434
-0.2500100287268033,-0.287775807599726,0.2140411752377429
0.1680452755921112,0.3368034672480516,0.0784361883526932
0.7466344437545184,0.2274042893546967,-0.7418153442032098
0.2023574986263903,-0.2213862148056377,-0.0554830167012771
0.1951713832863601,0.6564180357838638,0.0356873534595015
0.2466090387491387,-0.0235936893125763,-0.2823072878542772
-0.2637238684719752,0.7824303965198655,0.3223164681559093
0.4428788534327103,-0.8984425330933149,-0.5062584603548869
0.2146101474069139,0.628322192812871,-0.0938336148320234
0.2816782115120382,-0.4007924366890731,-0.2553971946306044
1.024751168538747,0.3254038682509712,-1.0306383429774908
0.4325263298728401,0.3756785934737598,-0.4953092222547246
-0.170790027575105,0.0982039603169916,0.267647686946136
0.0276966556986759,0.3740670356240476,0.0506390946507803
-0.1017595571983365,-0.0096959783828842,-0.0431043475093546
0.0816416851746627,-0.1789064934136103,-0.1396363794058214
-0.3819213003299958,0.1895787182165391,0.3513423789151713
0.5038522653042719,0.0321168570280184,-0.3082676579754287
-1.119741847964244,0.0472143340856953,0.9797865444217316
0.1886004750376075,1.0695888792772992,-0.3532592182798024
-0.2068496437233806,0.1140508666828081,0.2031350107628521
-0.2537158258052273,-0.0874388678789615,0.0225650642012204
-0.5913292573590809,0.2366228956515495,0.6872714368743292
0.3258797629563944,-0.5362952017794216,-0.5465581166718142
0.1226361700056168,-0.516698169635392,-0.1476397659140259
-0.5538804864204588,0.1567850000426838,0.5584567686198064
-0.6386431299594891,0.001086085134311,0.6229285190189573
-0.3086516981366444,-0.1330542480401573,0.1095680928699414
-0.2726493675369574,0.0128759868130705,0.3902165390803331
-0.5409390052220803,-0.1317671391179791,0.407589497990686
0.1582050677328692,-0.0317546998097351,-0.16522802149847
-0.6040554122075126,0.5016720133038574,0.7186724223536478
0.23905549776519,0.257258800757593,-0.2267741643963171
-0.0451231654635247,0.2471159831137289,-0.0544137267434928
0.1584381807551212,0.6137944340847514,-0.1452006732806324
0.3891893995402674,-0.7777297663029036,-0.569779523621504
0.6729318838218993,0.4775518597848471,-0.5145754708635841
0.5532425703973457,-0.2685338807409503,-0.5801167122914656
-0.0762330510258518,0.0312196229968342,0.0180754308251687
0.1604912772168524,-0.2761328760039039,0.023727338928818
0.9519229583506454,-0.1747293975496148,-0.9910741123624236
-0.3405943856702874,0.4289096804714702,0.331600787181604
-0.1053810617682405,-0.3428366327505,0.2766736674313881
0.4098204694396107,0.3273902482810731,-0.1400829270858985
0.0106447436699227,0.1629133052075801,0.0012689783104431
0.0936564294132417,0.1594699100126823,-0.4297771012530361
-1.0557892939484217,0.3984393802878186,0.9710518327166244
0.1976619753841977,0.159675328238256,-0.240584236792491
0.8919238524364024,-0.3815632813060312,-0.6405126171321717
-0.3169772570987437,-0.4883647418703211,0.4153880267748537
-0.1765875687731588,0.1314122789520238,0.0280886859809465
0.7504107350996033,0.0931448330559467,-0.6494113650681127
0.035701491608268,-0.6450275592000572,0.0097951016568794
-0.4589224141510796,0.2898059463678192,0.5877713058227287
0.3995485274962143,0.4964929792372211,-0.4880409181173174
0.0632154534574655,0.5149135987054726,0.0865192857177524
0.1407752376158073,-0.2506855348511554,-0.2285479321518756
0.5328855207582837,-0.3378888633306717,-0.2349756801153906
0.42623215152049,-0.5243867318649214,-0.6205418023610528
0.1470604177413966,0.4816292981288678,0.0461547195697612
0.3775974506884823,-0.2396215727577698,-0.2946441880888114
0.0982061032061775,0.1693959215727515,0.0471821108998323
-0.518990187736914,0.6240490026992427,0.3899766117772119
0.4183621287228345,-0.4137702110966647,-0.3662783864062056
-0.3843443756093812,0.3953460420667031,0.5047127140271006
0.2881507967006393,-0.2456236432559654,-0.4776404850759676
-0.4700900289277144,0.2879982540281214,0.4514901283038938
0.3497829468967618,0.3146688504563014,-0.3343775325863446
-0.0623127432250793,-0.1861750608414229,0.0251045229634855
0.1510593625307092,-0.5757129525571347,-0.1053562493895255
-0.0189966159502523,-0.1939341872736268,0.1187860176914763
-0.4730682255489902,-0.5212529998699371,0.6881870787072741
-0.1015790328448309,-0.0131955234162032,-0.0365018492564014
0.0546367436919436,-0.4021877969777481,0.2908741453755369
-0.7000023097928993,-0.4143123115573602,0.7079394807204498
-0.3140515438463245,-0.267348162728809,0.267477724147476
-0.1673198117355309,-0.1092733711037493,0.2194808272582802
-0.0089473547597639,-0.1900516643419509,-0.0375492216102968
-0.0375411627874928,0.6583589971517907,-0.0186446042375805
-0.0577627643313455,0.2311996193752414,0.0055020440886144
0.699297367796894,-0.3164000099053776,-0.6244940944617728
0.5662981440358457,-0.2809168475106316,-0.7185040806498522
0.618822138701834,-0.515463251359907,-0.4984495567921362
-0.002530216627219,-0.0303493299390513,-0.1005067214623722
-0.1503690955086571,-0.9983843829708864,0.0676675514263671
0.0438398007057123,0.1815071191348185,0.0273746619321694
0.1581227956358721,0.0686647033680709,-0.4585219600766594
-0.3757456738383771,-0.2950192156037807,0.3746820845738791
0.0951902128987394,-0.7681480739748383,-0.2609068229888152
-0.116717456546662,-0.7178384284098132,0.0788432019690739
-0.7439238517857447,-0.6251016589060214,0.5434050152264824
0.2405031799526931,-0.8167061199815284,-0.3992150208587954
0.7097948545837321,0.1513942000793516,-0.5992289101765006
0.9388071922248458,0.1739552222583008,-0.8018745121540761
-0.1871030361981591,-0.7272535443060513,0.3547482784159821
-0.1004515928195316,0.0483654922646579,0.0259779556731962
-0.7521795979708463,0.4137275523272221,0.7742934035313921
0.2116832386216201,-0.2753012113468165,-0.1945980175796707
-0.1032743788035858,0.0373745236520461,0.1013418222787422
0.5331206675287506,-0.3472039549499427,-0.5897706671294897
0.0939633228217916,-0.1312010979780133,-0.0489786285966445
-0.2361592999549912,-0.9016289150030892,0.377752888087142
-0.2471448195717219,-0.1109156980286093,0.2966234897179982
0.3738503465376516,-0.5088768031804874,-0.4177374527279076
-0.2233935170794838,-0.0657866667724372,-0.0548428237446995
-0.7366915874336074,-0.5569480122067447,0.7398951752502012
-0.2485618327831427,0.0683491226699076,0.1981540314924649
-0.1125155049245621,0.9676340708477496,0.1848222153350422
-0.3079858966002974,-0.0595758999162962,0.1929483668992492
-0.1083925086374777,-0.0875172219218167,0.3341864332354083
-0.1143482145237462,-0.0071995510688522,0.1561359360395802
0.1409915358304982,0.431116325848522,-0.17632694353
-0.1144895088447003,-0.0576035204756388,0.0162627582763134
0.933662113519507,-0.1824439069920493,-0.9258688315009298
0.2301418974120346,-0.3460145108516017,-0.1187537998591217
0.2205079077808218,-0.3467829742121425,-0.3639730338454481
-0.1100008238705231,-0.1227939127565322,0.1198935469997516
0.0456998345570075,-0.0620646305667118,0.0572565583759776
-0.1787906110624389,-0.2623866661381444,0.0446219478235168
-0.478530441501805,0.2630503450096134,0.3160994612849447
0.8992085773023211,-0.5135894078649305,-0.7745971259899946
0.3155526399576509,-0.4741317209496765,-0.2851491381892519
-0.266206357400969,0.2285715524965301,0.2126782922310093
-0.0597084753131327,0.8295075573035913,-0.1930118589479311
-0.1298027424880923,0.2635506458087999,-0.1317752716525443
-0.69940627648939,-0.1662589717888968,0.6235095168663836
-0.6573873304917331,-0.7239685038973827,0.7241228094901452
-0.0875779123310522,-0.2297051124935946,0.2168861964744143
-0.145575815254343,-0.3564786502819442,-0.0169995925204277
0.1722528210875406,-0.1980905779769849,-0.2981799042601638
-0.6276340863716529,0.8402980677545964,0.500895904888787
0.7864160889169766,-0.1749210423566636,-0.8915471507628758
0.5743333559157227,0.2466774508394024,-0.3257122154077915
0.0429667996833938,0.1458865387136273,-0.1624003049340442
0.9895114055833628,0.0237226590938189,-0.6685117483401759
-0.1468483502912961,0.3605445266671231,0.1432119107775737
-0.1303710774640284,1.0409387589151946,0.1668936800186343
-0.6147020476283386,0.3400162553734838,0.5565966841445549
0.7182786702435299,-0.3710239766332834,-0.8188357189512072
-0.3437842909982295,-0.0850915396958629,0.2460248206908193
0.0846191865208137,-0.1016617258299397,0.1024602117077955
-0.2117542626930343,-0.2009075193825316,0.1314922440593661
0.7737659056047438,-0.5330205829825448,-0.7528474390689445
-0.2527010104277788,0.6486655081702225,0.7917130756922299
0.2178014828999402,-0.0234278777317306,0.0682641513898438
-0.2702061923907479,-0.0836402110069442,0.0889862938285454
0.1181996994610082,0.1157140836935176,0.0106773514810645
-0.1488771752729299,-0.1229949841106777,0.1443183202492994
-0.2118892119082295,0.4317347962518201,0.0738539965796964
-0.2521616394664604,0.0394714055728973,0.6203565504554807
-0.6001490663690533,0.0174088920765836,0.5007131490944817
-0.5303372158265635,0.8737416178792436,0.3660500103949196
0.1145501508628672,-0.1718075871226821,-0.0535294919335837
-0.2690060301127496,0.4770181903172458,0.100917035103087
0.2689944638971447,0.6578031647745894,-0.4430133874919018
0.7900767770275251,-0.3794699251449437,-0.8409223308103179
-0.6677546470893021,0.7796595686172534,0.5214743995294336
0.040222359587342,0.3959448126717454,-0.0483191863034554
0.1300579363602347,-0.4765556180871472,0.1854713468457937
-0.9940547497863051,0.4740011608022745,0.997535838493942
-0.4398325077150053,0.1905120711121496,0.463453858443461
0.2685764414138302,-0.8184997227001736,-0.2195279540096822
0.3247370770856992,-0.1874426388245738,-0.2217843485086573
-0.0911734691323508,0.5307461184207003,0.0886049603964436
0.8446465751143495,-0.2738157948414501,-0.931785957803202
0.1396813841317418,0.3921110612952385,-0.2817653574779423
0.4797764061221218,0.529068842703044,-0.3455160697003072
-0.5635112707802397,0.3755783548783721,0.4792613569538709
-0.0577154277682258,0.1619367660724336,-0.0588314914475012
-1.1237097413623034,0.3102268571094915,0.6614283602318372
0.5358942307951813,-0.1307980916628212,-0.5826833888663813
-0.5138484456487419,-0.0188900918732595,0.2507552617556781
-0.3748085299022843,-0.8236783283584622,0.345954770558303
-0.278129087784936,-0.2424144658207686,0.1792627239118457
-0.0842710863395278,-0.0107542881418698,-0.1036571782730961
-0.1117382657243978,-0.8396269195673602,0.0512195686110804
0.0368625186073566,0.0970372333162666,0.1208917255788628
0.2801396553269623,-0.2388660530979566,-0.3391520906253661
-0.0919651022632135,-0.515938404710083,0.2984914208033593
-0.2329606868098177,-0.1143627358406336,0.0827849000243013
0.9435812010029776,0.3415696103147728,-0.7540527544007729
-0.4386798316142726,0.1769207198091091,0.5201418254312614
-0.581999324802796,-0.148664286276803,0.5048243306701047
-0.0538982660169493,0.0078484946248364,0.0081492569650987
-0.6403198113428519,0.4296365506117569,0.4200874726197376
0.1189932044155977,-0.1075996552345861,-0.0878945189145378
0.0145491606735341,0.4216766635033829,0.0081013898013843
-0.839758999301221,-0.1043825468263192,0.9760582169309102
0.8906648975973698,-0.2321387132254583,-0.8521955236865597
0.2109196276961039,0.149918694236485,-0.1468145365617133
0.2925347904975809,0.0965352267413441,-0.413799006265395
0.168493984833798,0.0099015715856847,-0.2769944036145782
0.2263339591735917,0.3577441064404582,-0.1819752530809505
-1.0801103821603846,-0.0472380885055323,1.0943465773207477
-0.0450436355875789,0.0669279777586907,-0.0197831931771861
0.1075401889513002,-0.7426831820321597,0.0495235653895002
0.2100028037014561,0.8361443712882064,-0.0712178995591225
-0.5720579900729961,-0.9162128591361764,0.3706704032348508
0.0238531865976081,0.2581892634426715,-0.0199922339295199
0.4855829651545975,-0.2244468214629289,-0.4084786871138981
0.075399769973772,0.1370520411305538,-0.151964503382131
0.1933339610717689,-0.0635964024512013,0.0012587886250281
-0.2053174767985012,-0.1039122233085658,0.3626500498412152
-0.1234188589587165,-0.0752044502863916,0.097327884322976
0.0168488004802166,-0.611470275469494,0.1261427747663549
0.0249178983227063,-0.1556942803922593,-0.1197635445330606
0.1248211788903182,0.0310955919638475,-0.2187457400245238
-0.4922217945927593,-0.2520466199048148,0.3864881147901672
-0.2193289085376377,0.1656151689956282,0.1635825035322338
0.0123826675727642,-0.6062884810693444,-0.2778173457833499
0.0048672010898085,-0.0029398462054695,0.029045993301786
0.0954989496421888,-0.0376723501788636,-0.1089874430657715
-0.5989615565304304,-0.3193126633826194,0.7055941209741698
-0.2185326562348317,-0.2458035431378786,0.0726814368108792
-0.6370737472759922,-0.584517441169206,0.676861505591891
0.7773016919688538,0.5063196362954134,-0.7217158678835005
-0.6469620434723969,-0.4512277343749281,0.7959011847181788
-0.0293107378000119,-0.1156053451086085,0.1627870564929939
-0.2561735439285307,0.4196669974465042,0.0518295289253887
-0.0882238783327303,0.0443166473016005,-0.0592856050350091
0.4055698286808166,0.1167263011205378,-0.2098673023162676
-1.006959979041561,0.3580814245327369,0.7393647796973987
-0.4610028583846209,0.9188969012719452,0.3605769405741201
0.2420593841045336,0.0067046204292865,-0.2258481171539459
-0.5741605514454425,-0.4050164176007727,0.6232673077416342
-0.0048719653273267,0.4145287123948969,-0.2393982053254009
-0.2092585753675947,-0.3444635815072477,0.0626229625256047
-0.2039147437499374,-0.7667564590454091,0.1362198207564359
-0.0828805726899135,0.1421980991882175,0.0506737220170766
0.3428311349828964,0.3486103912096538,-0.4424224370467564
0.0756536760337991,-0.3383166498133078,-0.1378736554100189
0.5582088735254401,-0.7608977089342667,-0.6800455098020535
-0.5917492726120122,0.4570361695644019,0.539068592254738
-0.0938083093048891,0.8278571199231934,0.0532949459948486
0.3333456653984294,-0.1999004789370843,-0.2308493463086009
0.5967700711717325,0.2426708753706169,-0.6417522112641261
-0.2510740611272307,0.1950080514545452,0.2051985552409102
0.1127742499401431,0.0462518253264638,-0.2261904107002645
-0.693869392538656,0.4579425989689005,0.6021090476609647
-0.1651342496377249,-0.0428380374236678,-0.0761571533099318
-0.1047493718313859,-0.569520237432142,-0.1067694133767551
-0.5071054871660513,-0.1517360984912826,0.4620465866431942
0.5742660039191497,0.5427851642618009,-0.6390937026725971
-0.0722235461173849,-0.118085317958309,-0.0707551987306547
0.4254536178898268,-0.4787713873209807,-0.501442467786011
0.5364787664673574,-0.7115315571296066,-0.7023683470026225
